Genes,log2FC(S2/P1),q value
PPIL2,-0.40714978,0.000835008
CSNK1A1,-0.407601676,0.000173778
PTRH1,-0.40813415,0.000262221
CDKN2AIP,-0.408185166,0.000883271
LIG4,-0.40827315,9.09E-05
ZCCHC8,-0.408283512,0.000556744
OTUD7B,-0.408410377,0.00195863
TFB1M,-0.408753874,0.000388693
XAB2,-0.409084861,0.000512901
GSDMC,-0.409292574,0.003259982
TASP1,-0.409667949,0.000691475
SNRPE,-0.409808451,0.000363385
BTBD11,-0.409941162,0.00163049
MRPS35,-0.410029117,0.000888018
INTS13,-0.410391058,0.000252093
SPTLC2,-0.41069418,0.000993952
COG3,-0.410824081,0.016208266
EMC2,-0.410909301,0.002167656
ZNF148,-0.410985515,0.000188019
NXF1,-0.411306611,0.00130644
GRK6,-0.411388939,0.000837031
SPG7,-0.411626422,0.000557401
CDC42EP1,-0.411687781,0.000239497
TRAPPC10,-0.411823583,0.000416879
FHIP2B,-0.411922718,0.001512895
RPL23,-0.41200843,0.000539583
DDX60,-0.412109206,0.0019282
SPCS3,-0.412120612,0.002113771
CPEB4,-0.41212624,0.000350105
VWA1,-0.412242307,0.000259207
CDC42BPB,-0.412473075,0.001914539
CSNK1E,-0.412478288,0.000204775
VPS51,-0.412537814,0.010363871
RBM14,-0.412545344,0.009589444
TBC1D10B,-0.412546876,0.000653092
RPS6KA4,-0.412711371,0.001495777
PQBP1,-0.412867099,0.073857486
KRT32,-0.412987772,0.0899718
HPF1,-0.413096441,0.001405333
EXOC6B,-0.413142843,0.037245219
WNT4,-0.413283243,0.001961302
ATP9B,-0.413310715,0.000837898
KHNYN,-0.413446866,7.40E-05
NEPRO,-0.413492731,0.000954074
POM121C,-0.41361821,0.003726553
SBNO1,-0.413760387,0.000260637
TMLHE,-0.413831593,0.005664431
ZFPL1,-0.413978268,0.004284621
DSP,-0.414185983,5.20E-05
CLINT1,-0.414303257,0.012069825
TPR,-0.414431355,0.005648459
DAAM1,-0.414850898,0.000392979
MED10,-0.415105948,0.007051803
PRPF3,-0.41512518,0.000297425
SCEL,-0.415135651,0.000364064
NIP7,-0.415155827,0.000189552
EPB41L5,-0.415175565,0.000168926
HLA-DRB1,-0.415381045,0.000512885
SBF2,-0.415440102,0.002142805
CWC22,-0.415640848,0.000532358
ZNF362,-0.415859133,0.000709783
RICTOR,-0.416062971,0.00016222
FBXO42,-0.416125603,0.001722663
PIK3CA,-0.416573119,0.000218712
CUX1,-0.416992737,0.000378263
ELMOD1,-0.41701641,0.000158281
GNL3,-0.417066286,0.005493045
PDZD2,-0.417318758,0.00058226
DENR,-0.417702696,0.000363711
CSRP2,-0.417808298,0.001932781
DDX17,-0.417885649,0.000569529
ATP5MG,-0.417903993,0.000455816
RMND1,-0.418028902,0.000244494
FNBP1,-0.418688256,0.000139407
SNRPD1,-0.418854549,0.000615238
TMEM63B,-0.418904219,0.000944064
SLFN5,-0.418916517,0.001159736
RTN4,-0.419053112,0.006560434
USP16,-0.419065108,0.005768744
MTX1,-0.419175592,0.005128282
PLBD1,-0.4191958,0.000497042
TPRG1L,-0.419962394,0.003072614
EXOC6,-0.420053601,0.000881631
FUT8,-0.420104043,0.000999542
TOGARAM1,-0.420113228,6.46E-06
MAPKBP1,-0.42019005,0.000872569
MAGI1,-0.420953242,0.000256094
ZFYVE21,-0.421017802,0.000950687
SRSF2;SRSF8,-0.421048668,0.001759047
DHX16,-0.421102745,0.000441507
TMA16,-0.421107046,0.008107857
EXPH5,-0.421210565,0.000286351
UTP11,-0.421258768,0.00023559
CLDN1,-0.421283295,0.001170165
KRT2,-0.421359657,0.000139407
SCAF1,-0.421384876,0.000542533
DSG1,-0.421826285,0.000164297
SUN2,-0.421901174,0.000512299
POU2F3,-0.422050352,0.00021841
SNX29,-0.422062681,0.008589378
MAK16,-0.422105369,0.000781866
RPL9P9,-0.422441587,0.000801255
NDUFS7,-0.422531395,0.009600468
KRT27,-0.42267462,0.016260616
U2SURP,-0.422710843,0.014800676
CRNKL1,-0.422960563,0.001027913
SPTBN2,-0.423032479,0.00019813
SUGP1,-0.423095648,0.001265664
TRA2A,-0.423134294,0.00103981
MTX2,-0.423199876,0.001286249
NRF1,-0.42338705,0.000904461
RPL29,-0.423479133,0.000582289
SLC25A10,-0.423520303,5.64E-05
NMNAT1,-0.42353283,0.004409309
FHOD1,-0.42414668,0.000419956
TRIM4,-0.424159247,0.000282136
DDX41,-0.424380539,7.09E-05
RBM47,-0.424390498,0.000450436
CLN6,-0.424598749,0.000241505
ZMYND11,-0.424622677,0.000231036
DDX49,-0.424958945,0.003846488
DNMT1,-0.425026434,0.00103037
CSNK1G3,-0.425028231,0.000136176
ATP6V0A2,-0.425251676,0.007253559
C8orf82,-0.425365892,0.000935449
FRYL,-0.425366773,0.003320336
ESYT2,-0.425458422,0.00021891
MFN2,-0.425467253,0.000564607
ITIH5,-0.4255463,0.001183271
USP12,-0.425696878,0.000954928
PUM1,-0.425982953,0.000505681
TOR1AIP1,-0.425996286,0.000932113
NAA20,-0.42607227,0.003050747
ARHGAP32,-0.426146251,0.000193525
GFAP,-0.426238365,0.000667961
BGN,-0.42626935,0.005491733
SIN3A,-0.426302481,0.013778577
TMEM205,-0.426505699,0.000244494
DNTTIP1,-0.426548081,4.95E-05
GCA,-0.426556289,0.025813958
NOB1,-0.426615158,0.003537215
GSE1,-0.426675182,0.000870632
CYP2W1,-0.426766728,0.000484798
ANO10,-0.426881428,0.000246519
PIP4K2B,-0.426883043,0.002252756
JAK1,-0.427030316,0.013360885
OAS2,-0.427081554,0.002122391
PDS5B,-0.427131928,0.002324929
EDC3,-0.427633874,0.007782516
DNMBP,-0.427686657,0.000387832
KRT78,-0.427732268,0.000199069
HMG20A,-0.427782833,0.010161882
RPL7A,-0.427815694,0.000476141
IDH3A,-0.427890516,0.003026111
MEAF6,-0.428007177,0.001533713
API5,-0.428112468,0.012662524
ALOX12B,-0.428186726,0.000598703
BBS7,-0.428212455,0.000881241
BRD1,-0.428291962,0.06540159
WNK2,-0.428309574,0.001132638
FAF2,-0.42858362,0.007557866
PATJ,-0.428658296,0.000179698
MTA3,-0.428707395,0.000333414
AKAP9,-0.428780369,0.000487271
RCC2,-0.429067128,6.66E-05
KRT17,-0.429605219,0.017929584
PLEKHG5,-0.42978473,0.000707435
NOL7,-0.429810796,0.001616436
RAVER2,-0.430080753,0.000484798
G3BP2,-0.430082114,7.09E-05
FMR1,-0.430327108,0.00134258
CAMSAP3,-0.430491232,0.002168481
NKPD1,-0.430691477,6.84E-05
NDUFC2,-0.430693935,0.000582289
CDK12,-0.430772279,6.03E-05
MPG,-0.430772555,0.000762395
HSD17B12,-0.431004648,0.00261958
NDUFB8,-0.431300678,0.003726969
SLC22A18,-0.431357928,0.001345227
SRSF3,-0.431359532,0.000156066
ERGIC3,-0.431360008,0.001424505
PKP3,-0.431433638,7.50E-05
TMEM68,-0.431615855,0.000154008
EDF1,-0.431665084,0.000154008
BCL11B,-0.432027907,0.000415391
TMEM256,-0.43241019,0.021844084
ANKRD22,-0.432427351,0.000335905
KLK14,-0.43271889,0.003011078
CTNNA2,-0.432779228,0.000990264
SUPT16H,-0.432822221,0.024786806
RPS6KB2,-0.433162443,0.000211046
ATG2A,-0.433292837,0.007317316
TRRAP,-0.433403389,0.000307165
DPAGT1,-0.433477538,0.000937059
UTP25,-0.433610338,0.000168491
DNM3,-0.4337656,0.034751539
KRT6A,-0.434079982,0.021941192
RPRD1A,-0.434241918,0.002504963
ARHGAP35,-0.434526253,0.000788567
DCUN1D5,-0.434653093,0.002332168
PLCH2,-0.434823101,0.013872958
RPL30,-0.435218416,0.003280437
G3BP1,-0.435639014,5.21E-05
JUP,-0.435715831,0.000118441
ARID1A,-0.435936831,0.001780353
KRT9,-0.435965129,0.000855797
SMARCA2,-0.436040068,0.054289827
AGK,-0.436219501,0.000117661
SETX,-0.436284163,0.000478621
ACSS2,-0.436604328,0.01013419
SLC39A10,-0.436796054,0.000702675
COBL,-0.436811487,0.00030362
LPCAT3,-0.436883299,0.000379985
TCOF1,-0.436920294,0.006077983
ASB6,-0.437011743,0.003016879
KRT18,-0.437053367,0.001427931
SRSF10,-0.437765715,0.000193525
BAZ2B,-0.438175831,0.000359105
TTC7A,-0.43824988,0.002228719
RBM42,-0.438361881,0.001503532
ERMP1,-0.438383223,0.001043341
KLF5,-0.438464681,0.000106772
DTNBP1,-0.438468922,0.013575332
MCM3AP,-0.438694067,0.000872569
FAM83G,-0.438789139,0.008390429
SHB,-0.438880193,8.19E-05
NIPAL4,-0.438936707,0.001602032
MSH2,-0.439369775,0.002204847
SENP3,-0.439713617,0.00073843
ABHD17B,-0.439741311,4.58E-05
GOSR2,-0.439960899,0.000341816
RPL23A,-0.4400814,0.000671211
RAB11FIP1,-0.44021001,0.000910215
NOP53,-0.440534799,7.29E-05
SLBP,-0.440611965,0.000409038
UBAC2,-0.441072756,0.000117661
USP8,-0.44123857,0.000323963
POLDIP3,-0.441282502,0.025255878
SF3B4,-0.441346476,0.000730101
FAM32A,-0.441397174,0.00134546
SRPK1,-0.441557338,4.24E-05
NAA16,-0.441671381,0.01966383
TFAP2A,-0.441821986,0.000247762
KRT19,-0.441835064,0.012336388
COL28A1,-0.441921433,0.000598882
PNPLA6,-0.441987139,7.83E-05
CPSF7,-0.442061997,0.000359085
POLR3C,-0.442144412,0.000118441
MRPS34,-0.442250804,0.016043233
LAMC2,-0.442260129,0.003497393
KDM3B,-0.442441826,0.002867882
YARS2,-0.443174452,7.83E-05
AGO4,-0.443347064,0.002907228
PEX16,-0.44368349,0.000350329
THEM6,-0.443689963,0.0007735
RPL8,-0.443797705,0.000283455
RPL13,-0.44381492,0.001095585
CRYBG2,-0.443910768,0.000715112
BAZ2A,-0.444192824,0.001024361
ZNF750,-0.444305781,0.000578867
MRRF,-0.444820167,0.000524439
TMEM126A,-0.444872052,0.001901888
EEF1AKNMT,-0.445154379,0.000761273
DGAT2,-0.445365941,0.000154008
INTS11,-0.445523692,0.003171543
CDS1,-0.446025911,0.000155364
RPL10,-0.44621829,0.000481085
RREB1,-0.446313361,0.000729966
DAPK3,-0.446334425,0.000514028
COX7A1,-0.446411173,0.003023405
SNRPB;SNRPN,-0.446423517,0.000383453
EPB41L4B,-0.44648576,0.000263799
VPS33A,-0.446623563,0.010795853
MCAT,-0.446683889,0.001024948
MMAA,-0.446895273,0.000606782
RXRA,-0.447001313,0.005226386
PDK1,-0.447023875,0.001976009
SPG11,-0.447172179,0.000233582
SMARCE1,-0.447197271,0.010144822
ERBB3,-0.447231462,0.000413819
WLS,-0.447351793,0.017011488
INTS3,-0.447396458,0.002112626
FIBP,-0.447468917,0.002508969
NAB2,-0.447602166,0.00134258
PUM2,-0.447696315,0.002448804
PI4KA,-0.448271835,0.00076267
RNPS1,-0.448651989,3.57E-05
METAP2,-0.44883756,0.001752341
MED17,-0.448892976,0.000381254
JAGN1,-0.448899704,0.002128477
KCT2,-0.44891296,0.00177578
EIF4G3,-0.448951566,0.010405364
LMNB1,-0.449005708,0.000121747
AP5Z1,-0.449029165,0.000344938
EP300,-0.44920605,0.000238837
C17orf75,-0.449423918,0.005956261
NR2C1,-0.449519288,0.000412715
FKBP11,-0.449903931,0.002177601
SLC39A2,-0.449922727,0.00295524
TMCO1,-0.449974232,0.001465248
NOP2,-0.450052109,5.02E-05
GTF3C3,-0.450063082,0.000476141
STX19,-0.45026224,0.003670841
TRIM26,-0.450481206,0.000916154
STT3A,-0.450591581,0.006546692
PRPF38A,-0.450682251,0.000209195
TFIP11,-0.450767248,0.000117661
HSDL1,-0.451477078,0.000477191
USP54,-0.451494482,0.000359085
KRT5,-0.451624688,0.000543607
SNTB1,-0.451742515,0.005532709
TNS4,-0.4520203,7.40E-05
PISD,-0.452023833,0.000149934
FAM8A1,-0.452474824,0.00048212
SMC3,-0.452511466,0.007597743
MED14,-0.452721671,0.000218712
TAOK3,-0.452858309,0.001231734
ALG3,-0.45291252,0.000865379
NELFCD,-0.452969997,0.00026916
DYM,-0.452976606,0.002047379
INPP5K,-0.453088856,0.004670555
AADACL2,-0.453140208,0.00065547
TMTC3,-0.45321964,0.002230105
SOWAHC,-0.453765337,0.002095282
DLG5,-0.454800451,0.000406328
CCDC186,-0.45488514,0.00067436
ATP13A1,-0.454902,0.000580532
SNRNP70,-0.455175406,0.001467041
FBL,-0.455304043,8.26E-05
TMEM109,-0.455372358,0.002446241
AAAS,-0.455421242,0.014690313
TUBGCP2,-0.455521474,2.58E-05
CMAS,-0.455523682,0.000834217
BCS1L,-0.45557804,0.000332179
KRT8,-0.455778568,0.002116228
BUB3,-0.456068427,0.00012044
ARMH3,-0.456130696,0.003256175
DDX56,-0.456275511,4.75E-05
PRPF4,-0.456428789,0.00402589
WAPL,-0.456436414,0.001535254
GLYR1,-0.45645268,0.001410895
DHX37,-0.456676279,0.00030363
VPS13A,-0.456829272,0.000107626
TBL2,-0.457043967,0.000122589
UQCR11,-0.457355814,0.004182171
RBM12B,-0.457631425,0.000210123
MAPRE3,-0.457979371,0.002767668
MAGI2,-0.458021229,0.003269345
SLC28A3,-0.458192759,0.001653659
GRIPAP1,-0.458300786,0.004393552
PIH1D1,-0.458317529,0.000283455
PDIA5,-0.458342112,0.0010735
UNG,-0.458450527,0.000118441
TRIP11,-0.458521443,0.000154008
SF3B5,-0.458874718,0.007083677
MTMR3,-0.459195758,5.03E-05
VRK1,-0.459419878,0.000568904
ANAPC10,-0.459778706,5.20E-05
RPL15,-0.459837258,0.000385633
DNAJC2,-0.460170796,0.000245706
FUNDC2,-0.460572758,0.000865876
SETD1A,-0.460580139,0.002058301
TMEM41B,-0.460677415,0.003127403
NDUFB4,-0.460814922,0.011335941
SDR9C7,-0.461089814,0.000346502
MACF1,-0.461204218,0.00077907
KRT33B,-0.461274668,0.005175244
FEN1,-0.461819926,0.000283455
RPL35,-0.462040517,0.003452543
BYSL,-0.462125612,0.001715059
EPPK1,-0.462170452,7.33E-05
SCFD2,-0.462573642,0.000170753
MAP4K4,-0.462826379,2.47E-05
PCIF1,-0.463595256,0.000468931
PBRM1,-0.463597777,7.89E-05
CARS2,-0.463682532,0.000889706
BNIP3;BNIP3L,-0.463722628,0.000562883
SPECC1L,-0.464194469,6.30E-05
FOCAD,-0.4643044,1.64E-05
UTP14A,-0.464416819,0.000481085
TAP2,-0.464528354,0.000204775
SMARCD1,-0.464791106,8.74E-05
STX16,-0.464922546,0.000153347
PIEZO1,-0.464962959,0.000211011
SOS1,-0.465253671,0.000148815
MYO19,-0.465520348,0.000170069
BOP1,-0.465686897,0.000211121
RPL7L1,-0.465747895,0.003697559
PRPF4B,-0.465788178,0.000299043
FNBP4,-0.465985998,0.00105966
KLK11,-0.466110671,0.001005102
IDUA,-0.466228034,0.00077907
C6orf132,-0.466299676,0.005265974
DEK,-0.466401245,0.012148388
DCAF1,-0.466423337,0.001662222
CDIPT,-0.466682206,0.000419956
KHDRBS1,-0.466910188,0.000237122
CDK11B,-0.4669539,0.002983352
TIMM21,-0.467009248,0.002990704
TCERG1,-0.467295051,0.001715059
NF2,-0.46731309,0.002456132
NOL10,-0.467457177,0.000192426
CCNK,-0.467559544,0.000587503
NCBP1,-0.468015165,0.000628018
HEATR5B,-0.468106683,0.000343386
MT-CO3,-0.46821547,0.000540791
SEC11A,-0.46830071,0.000521148
TAOK2,-0.46869543,0.00015014
TAF6,-0.468742681,0.000153347
DAD1,-0.468799816,0.004340661
VPS16,-0.468820286,0.000154008
RETSAT,-0.46890922,0.001377063
MICU1,-0.469148976,0.000385633
KRT73,-0.469191774,0.000785964
EEPD1,-0.469194198,0.001206275
TRIM56,-0.469441827,0.000171849
TIMM13,-0.469780635,9.67E-05
SLC27A5,-0.469824082,0.000178346
PUM3,-0.469840158,6.30E-05
ATRX,-0.469960954,0.000122942
RPL34,-0.470252205,0.012128635
SCO2,-0.470369405,0.00023559
H2AZ2,-0.470839692,0.000146022
ALG12,-0.470906993,0.000721494
TNC,-0.471010103,0.000808186
SBF1,-0.471180724,0.000154157
DERL1,-0.471234626,0.010723397
ETV6,-0.47136653,0.000856072
UTP4,-0.471393976,0.000219696
AUH,-0.471833949,0.000438576
NUP160,-0.471953082,0.005295938
KRT74,-0.472080659,0.006382119
TRIR,-0.472249967,0.000193525
CGN,-0.472427025,7.29E-05
RETREG2,-0.472692326,0.000142846
SF3A2,-0.472694997,0.001301061
DHX29,-0.472709131,0.019517232
TP63,-0.472908951,0.009091702
MMTAG2,-0.473012006,0.000277948
LEMD3,-0.473604327,0.000350105
DHRS3,-0.473714503,0.000154008
NGEF,-0.473721215,0.004559153
CYP20A1,-0.473863818,0.000465023
PLLP,-0.47415416,0.004554195
GNL3L,-0.474166425,0.000621431
SAMM50,-0.474206815,0.00619955
THYN1,-0.474219085,0.002900113
YY1,-0.474375319,0.000364064
RBM27,-0.474429134,0.002746453
CCDC90B,-0.474700478,0.000175502
TRAF3IP2,-0.475146406,0.000239497
DHX8,-0.4752993,0.00012044
KRT23,-0.475973926,0.002600634
SYNE3,-0.475997715,0.000136633
NOLC1,-0.476251521,0.000348013
DKC1,-0.476273843,0.000245965
RAD50,-0.476394334,0.005391398
KRT19,-0.476629823,0.001869678
SRP68,-0.47687024,0.002918991
MYO18A,-0.476887559,0.000491698
KIAA1671,-0.476935026,7.09E-05
SCYL1,-0.477200335,0.000262745
CISD2,-0.477341805,0.000273395
HM13,-0.47736607,0.001693456
RPS11,-0.477734359,0.01154104
EXOC5,-0.47822992,0.003805264
NDUFB1,-0.478382252,0.00082157
LEMD2,-0.478943872,0.001505185
ARHGEF37,-0.479357186,0.000730101
MAPK13,-0.479670566,1.64E-05
SDCBP2,-0.479819636,0.005414207
ALG8,-0.47982405,0.003054862
NDUFB5,-0.47989093,0.007463636
MT-ATP8,-0.480017553,0.002204847
SNRPD3,-0.480027559,0.004474765
RPL38,-0.480202742,0.001204882
NPM1,-0.480565459,0.011994554
DDX18,-0.480703306,0.00171929
CDYL,-0.480710895,0.000135512
DST,-0.481116639,0.005907248
B4GALT4,-0.481343225,0.00021841
COMTD1,-0.481375629,0.000974421
KLK5,-0.481548202,0.002694097
DHX38,-0.481613721,2.76E-05
LIPN,-0.481639342,0.006262059
NAA35,-0.48202458,0.000215656
SEC61A1,-0.482256163,0.001560171
MORC3,-0.482351529,0.003472475
PNN,-0.48273739,7.09E-05
SNRNP40,-0.483538302,0.001406829
DOCK6,-0.483853575,0.000170069
TM7SF2,-0.484381468,0.000146273
GTF3C2,-0.484470802,0.0002174
LRCH1,-0.484523434,0.000220595
ELN,-0.484916417,0.000154008
RFC5,-0.484993264,0.000359742
KRT16,-0.485171611,0.020290951
KRT24,-0.485533268,0.000360668
HAX1,-0.485554851,3.57E-05
SQLE,-0.485616208,0.000110174
SLC35F2,-0.485725752,0.000568423
BZW2,-0.485990504,0.000233922
SART1,-0.486029491,0.000377195
TFAM,-0.486520561,7.09E-05
HSD11B2,-0.486616806,0.000505681
CYP39A1,-0.486801336,0.000144551
SAFB,-0.488085625,0.00261161
LRRC8A,-0.488153018,0.005940618
EXOC4,-0.488354944,0.000309139
MPDU1,-0.488406454,0.000148815
TIMP3,-0.488561446,0.00190045
THAP11,-0.488822715,0.000590783
RPL19,-0.489118874,0.001582428
RBM28,-0.48923359,0.007468988
CPSF6,-0.489319923,0.002727466
SURF1,-0.489459483,0.003649549
DRG1,-0.489914462,0.000628018
NOP58,-0.489973265,0.000629743
STAG1,-0.490397682,7.98E-05
PADI1,-0.490550914,0.000990264
RPS27,-0.490553129,0.004736902
CENPB,-0.491051367,7.09E-05
ZBTB2,-0.491271459,0.000137544
MROH1,-0.49131399,0.012225462
FRG1,-0.491398814,0.000672185
PLPP6,-0.491429844,0.001863923
KRT76,-0.491544487,0.000154008
PCM1,-0.491691642,0.000118441
ZNF770,-0.492330636,0.000200611
KRT77,-0.492451309,0.000193751
BRIX1,-0.49305008,9.09E-05
LYZ,-0.493091922,0.026701424
DOCK7,-0.493132871,0.000963034
PARP12,-0.49453871,0.000359146
KRT84,-0.49501593,0.001310735
NCKIPSD,-0.495137314,0.001024948
SNW1,-0.495257783,0.001357202
SEL1L,-0.495304087,0.000749883
TAP2,-0.496538263,0.000259173
DHX57,-0.496888716,0.000158679
CNOT10,-0.497284279,0.000350329
IFFO2,-0.497332878,6.84E-05
MTMR11,-0.497799266,0.000588264
CMTR1,-0.497867457,0.000653186
STX5,-0.498326196,0.001859974
CRAT,-0.498364623,0.002352047
RPL18A,-0.49849826,0.000855832
TRIM2,-0.498525556,0.005059105
VIPAS39,-0.49874577,0.000167418
PGAP1,-0.499212638,0.000285713
EXOSC10,-0.499598115,0.000156414
SCYL2,-0.499803784,0.000122942
CAPN7,-0.499835934,0.000220595
RPL37A,-0.499904734,0.000265601
PTPN2,-0.499981132,7.45E-05
NUP98,-0.500255681,0.001752341
ERLIN1,-0.50027246,0.000395314
SLC35E1,-0.500677653,0.00103981
NDUFS4,-0.500723295,0.000218351
LNPK,-0.500898945,0.003202427
H1-1,-0.501040965,0.000371317
AMOTL1,-0.501106486,0.000405344
RPF2,-0.501189258,0.000890659
RBM34,-0.501392282,0.000110174
ABHD6,-0.50156183,0.002224083
FAM83B,-0.501574334,0.001230682
UPF3B,-0.501893424,5.20E-05
CASZ1,-0.502075659,0.002888649
EVPL,-0.502828666,0.000148815
ALG6,-0.502870366,0.000721494
ESYT3,-0.503306556,0.000497042
RECQL,-0.503448963,0.000299043
ZBTB7B,-0.503524285,0.002148105
CHUK,-0.503863686,0.001418531
ABHD12B,-0.504225193,0.001620839
NOL9,-0.5043796,0.000189801
DIPK2A,-0.504735841,0.000441507
YIPF5,-0.504779027,0.002640893
CHERP,-0.504821782,5.20E-05
XRCC1,-0.505008553,0.000733503
NOL6,-0.505069866,0.000659842
CSTF3,-0.50511549,0.003295733
DAPL1,-0.50560427,0.000941103
GRAMD2B,-0.505730016,0.000192426
TMEM19,-0.505960475,0.000136633
RPL32,-0.506213162,0.003263005
THOC2,-0.506214856,0.000191107
CXCL14,-0.506584056,0.003764456
C11orf98,-0.50843757,0.000318268
EIF2A,-0.508899955,0.001175387
MT-ND5,-0.509715623,0.000771688
MGST1,-0.5107287,0.0079364
PCNT,-0.510777503,0.000154008
TRIM33,-0.511252735,9.09E-05
ANO8,-0.511292043,0.001040358
FAM83C,-0.511309637,0.000363711
MACROD1,-0.511713693,0.00042427
ADNP,-0.511739067,9.09E-05
MBD2,-0.511739922,0.000579366
IK,-0.511871389,0.000715347
VPS45,-0.51193907,0.004791707
ARHGEF5,-0.512306305,0.001976009
RPL18,-0.512920389,0.006850531
CHD8,-0.513477633,0.00099391
WIPF2,-0.514463564,0.000628018
BCAP29,-0.514664947,0.000263655
YIPF4,-0.515053316,0.000184067
GTF3C1,-0.515113589,0.006853354
NMNAT3,-0.515422288,0.000304941
GNL2,-0.515481578,0.000192426
RRP1B,-0.5155015,0.000176943
RPL13A,-0.51587526,0.005764082
NFIB,-0.51628225,0.002016998
EXOC1,-0.517107095,0.000154008
PRKDC,-0.517141227,5.64E-05
CFAP43,-0.517613947,0.001030598
SCEL,-0.517887755,0.001161025
SRSF7,-0.51803732,0.004714253
EIF4G2,-0.518871943,0.002526232
MAST4,-0.51948898,0.000274178
KRT86,-0.520012427,0.003552213
ITPRIP,-0.520070639,0.001021844
RPL11,-0.520331587,0.000762695
SYMPK,-0.520633269,0.000193612
TEX10,-0.521277109,0.000283455
TOMM22,-0.521830429,0.000147176
LCLAT1,-0.522449765,0.000369323
HELB,-0.52268958,0.009572887
TRAM1,-0.52291644,0.004459128
SMC1A,-0.523084119,1.40E-05
MSMO1,-0.523310166,0.002148105
SLC66A2,-0.523976709,0.000184067
SNRPG;SNRPGP15,-0.524003526,0.003499804
DDX27,-0.524006053,0.000156414
MPHOSPH10,-0.524014561,0.000350105
EXOC3,-0.524198373,0.000628018
LAS1L,-0.524225626,0.000140227
MYO5B,-0.524808785,0.000702675
PTPN3,-0.525347972,3.72E-05
TRIM3,-0.525568097,0.000183732
SMARCD2,-0.525640305,0.000329758
VSIG8,-0.525641311,0.001780353
DIP2A,-0.525855199,0.001206275
CHD2,-0.526148659,7.83E-05
PXMP4,-0.527432863,0.001140425
RPS15,-0.52754337,0.01015978
WDR46,-0.527997802,0.000271919
NUP153,-0.528253053,0.000145499
QSOX2,-0.528510125,0.006843871
RBM22,-0.52867867,0.00012212
FKBP15,-0.528778712,0.000197602
ODR4,-0.529159384,1.64E-05
PDCD11,-0.529360096,0.000473145
PIGK,-0.529804269,0.000146273
CES4A,-0.530562452,0.004574904
ITPR2,-0.53087126,0.000104563
USP39,-0.531480156,3.57E-05
ZNF385A,-0.531615759,0.000107626
KRT6B,-0.531763675,0.008647189
VPS50,-0.531986801,0.000216821
RPS27L,-0.532410706,0.006696896
HEATR1,-0.532858114,0.000367433
SLC35A3,-0.532876713,0.000824352
SMCHD1,-0.532914216,7.83E-06
KRT79,-0.533882985,0.012622832
VMA21,-0.534771203,0.000173993
TAP1,-0.53520899,0.001345227
CCAR1,-0.535357659,0.004864118
KRT15,-0.535411669,0.001098584
SMPD4,-0.535986692,0.000126985
PIGT,-0.536584042,6.30E-05
KRT80,-0.536902743,0.000286351
AHCTF1,-0.537052552,0.001479284
SMC2,-0.537522237,0.000154157
YTHDC1,-0.537591329,0.001661443
IMP3,-0.538069348,9.09E-05
PSPC1,-0.538237178,0.000174345
RPL31,-0.538347782,0.000231036
MT-ND1,-0.538456005,0.001356493
TMPO,-0.538910439,0.000340102
ACP7,-0.539088618,0.000216821
CEBPZ,-0.539572789,9.09E-05
VPS33B,-0.539687475,0.000329758
LITAF,-0.539718342,6.30E-05
H1-5,-0.540761078,7.68E-06
RAD21,-0.541593179,7.83E-05
ITPR3,-0.541980981,0.003129474
STS,-0.542022014,0.000687775
KAT7,-0.542944067,0.000375705
RCL1,-0.543067504,0.000119156
TUT7,-0.544130415,0.000388693
SPAST,-0.544235931,6.43E-05
UTP15,-0.546326619,0.000256094
INTS5,-0.546547335,0.000935449
SURF4,-0.547769626,0.000659452
GTF2I,-0.548522314,0.000642899
UBAP2,-0.548725324,2.34E-05
WDR43,-0.548966737,0.000122942
PELP1,-0.549153082,0.000465269
KRT36,-0.549348801,0.006938534
DNTTIP2,-0.549922794,7.74E-05
HPS6,-0.550174357,0.001295572
RPL28,-0.550175247,0.000973101
PRPF38B,-0.550188801,0.000143531
UBTF,-0.550898163,0.000910068
MRE11,-0.551813728,0.000725997
MTCH1,-0.552655904,0.007335671
DDX47,-0.55281063,0.000172781
MACROH2A1,-0.553288544,0.000122942
MT-ND4,-0.554724842,0.00066889
THOC5,-0.555924332,0.001204882
TGFBRAP1,-0.556363348,0.005646709
DDX24,-0.556713192,0.000137512
TASOR2,-0.55689247,0.000225261
HRNR,-0.557247832,0.00090561
GRHL2,-0.558836518,0.000395314
RPL36,-0.558884679,0.001713526
MINK1,-0.559078789,0.034737915
RRP12,-0.559587181,9.09E-05
AATF,-0.560043756,0.000142427
KRT13,-0.560322094,0.000149699
