"","HGNC.symbol","MGI.symbol","type"
"2478","NELL2","Nell2","calcium-binding"
"2479","NENF","Nenf","other transmembrane signal receptor"
"2480","NEO1","Neo1","cell adhesion"
"2481","NETO2","Neto2","protein modifying enzyme"
"2482","NFASC","Nfasc","cell adhesion"
"2483","NFIA","Nfia","gene-specific transcriptional regulator"
"2484","NFKBIA","Nfkbia","unclassified"
"2485","NFS1","Nfs1","metabolite interconversion enzyme"
"2486","NGF","Ngf","neurotrophic factor"
"2487","NGFR","Ngfr","other transmembrane signal receptor"
"2488","NID1","Nid1","other transmembrane signal receptor"
"2489","NID2","Nid2","calcium-binding"
"2490","NKD2","Nkd2","unclassified"
"2491","NLGN1","Nlgn1","cell adhesion"
"2492","NLGN2","Nlgn2","cell adhesion"
"2493","NLGN3","Nlgn3","cell adhesion"
"2494","NMB","Nmb","other intercellular signal"
"2495","NMBR","Nmbr","other transmembrane signal receptor"
"2496","NME1","Nme1","metabolite interconversion enzyme"
"2497","NME2","Nme2","metabolite interconversion enzyme"
"2498","NME3","Nme3","metabolite interconversion enzyme"
"2499","NME4","Nme4","metabolite interconversion enzyme"
"2500","NME5","Nme5","metabolite interconversion enzyme"
"2501","NME6","Nme6","metabolite interconversion enzyme"
"2502","NME7","Nme7","metabolite interconversion enzyme"
"2503","NMS","Nms","other intercellular signal"
"2504","NMU","Nmu","other intercellular signal"
"2505","NMUR1","Nmur1","G-protein coupled receptor"
"2506","NMUR2","Nmur2","G-protein coupled receptor"
"2507","NODAL","Nodal","growth factor"
"2508","NOG","Nog","other intercellular signal"
"2509","NOS1","Nos1","metabolite interconversion enzyme"
"2510","NOS2","Nos2","metabolite interconversion enzyme"
"2511","NOS3","Nos3","metabolite interconversion enzyme"
"2512","NOTCH1","Notch1","other intercellular signal"
"2513","NOTCH2","Notch2","other transmembrane signal receptor"
"2514","NOTCH3","Notch3","other transmembrane signal receptor"
"2515","NPB","Npb","other intercellular signal"
"2516","NPBWR1","Npbwr1","G-protein coupled receptor"
"2517","NPC1L1","Npc1l1","unclassified"
"2518","NPC2","Npc2","unclassified"
"2519","NPFF","Npff","other intercellular signal"
"2520","NPFFR1","Npffr1","G-protein coupled receptor"
"2521","NPFFR2","Npffr2","G-protein coupled receptor"
"2522","NPNT","Npnt","other intercellular signal"
"2523","NPPA","Nppa","other intercellular signal"
"2524","NPPB","Nppb","other intercellular signal"
"2525","NPPC","Nppc","peptide hormone"
"2526","NPR1","Npr1","metabolite interconversion enzyme"
"2527","NPR2","Npr2","metabolite interconversion enzyme"
"2528","NPR3","Npr3","other transmembrane signal receptor"
"2529","NPS","Nps","unclassified"
"2530","NPSR1","Npsr1","G-protein coupled receptor"
"2531","NPTN","Nptn","scaffold/adaptor"
"2532","NPTX1","Nptx1","scaffold/adaptor"
"2533","NPTX2","Nptx2","scaffold/adaptor"
"2534","NPTXR","Nptxr","scaffold/adaptor"
"2535","NPVF","Npvf","peptide hormone"
"2536","NPW","Npw","other intercellular signal"
"2537","NPY","Npy","other intercellular signal"
"2538","NPY1R","Npy1r","G-protein coupled receptor"
"2539","NPY2R","Npy2r","G-protein coupled receptor"
"2540","NPY4R","Npy4r","G-protein coupled receptor"
"2541","NPY5R","Npy5r","G-protein coupled receptor"
"2542","NR0B1","Nr0b1","gene-specific transcriptional regulator"
"2543","NR0B2","Nr0b2","gene-specific transcriptional regulator"
"2544","NR1D1","Nr1d1","gene-specific transcriptional regulator"
"2545","NR1D2","Nr1d2","gene-specific transcriptional regulator"
"2546","NR1H2","Nr1h2","gene-specific transcriptional regulator"
"2547","NR1H3","Nr1h3","gene-specific transcriptional regulator"
"2548","NR1H4","Nr1h4","gene-specific transcriptional regulator"
"2549","NR1I2","Nr1i2","gene-specific transcriptional regulator"
"2550","NR1I3","Nr1i3","gene-specific transcriptional regulator"
"2551","NR2C2","Nr2c2","gene-specific transcriptional regulator"
"2552","NR2E1","Nr2e1","gene-specific transcriptional regulator"
"2553","NR2F1","Nr2f1","gene-specific transcriptional regulator"
"2554","NR2F2","Nr2f2","gene-specific transcriptional regulator"
"2555","NR3C1","Nr3c1","gene-specific transcriptional regulator"
"2556","NR3C2","Nr3c2","gene-specific transcriptional regulator"
"2557","NR5A1","Nr5a1","gene-specific transcriptional regulator"
"2558","NRCAM","Nrcam","cell adhesion"
"2559","NRG1","Nrg1","growth factor"
"2560","NRG2","Nrg2","growth factor"
"2561","NRG3","Nrg3","growth factor"
"2562","NRG4","Nrg4","other intercellular signal"
"2563","NRN1","Nrn1","unclassified"
"2564","NRP1","Nrp1","other transmembrane signal receptor"
"2565","NRP2","Nrp2","other transmembrane signal receptor"
"2566","NRSN1","Nrsn1","unclassified"
"2567","NRTN","Nrtn","neurotrophic factor"
"2568","NRXN1","Nrxn1","cell adhesion"
"2569","NRXN2","Nrxn2","cell adhesion"
"2570","NRXN3","Nrxn3","cell adhesion"
"2571","NSDHL","Nsdhl","metabolite interconversion enzyme"
"2572","NT5C","Nt5c","unclassified"
"2573","NT5C1A","Nt5c1a","unclassified"
"2574","NT5C1B","Nt5c1b","unclassified"
"2575","NT5C2","Nt5c2","metabolite interconversion enzyme"
"2576","NT5C3A","Nt5c3","metabolite interconversion enzyme"
"2577","NT5E","Nt5e","metabolite interconversion enzyme"
"2578","NT5M","Nt5m","unclassified"
"2579","NTF3","Ntf3","neurotrophic factor"
"2580","NTF4","Ntf5","neurotrophic factor"
"2581","NTM","Ntm","defense/immunity"
"2582","NTN1","Ntn1","gene-specific transcriptional regulator"
"2583","NTN3","Ntn3","gene-specific transcriptional regulator"
"2584","NTN4","Ntn4","extracellular matrix"
"2585","NTNG1","Ntng1","unclassified"
"2586","NTNG2","Ntng2","unclassified"
"2587","NTRK1","Ntrk1","tyrosine protein kinase receptor"
"2588","NTRK2","Ntrk2","tyrosine protein kinase receptor"
"2589","NTRK3","Ntrk3","tyrosine protein kinase receptor"
"2590","NTS","Nts","other intercellular signal"
"2591","NTSR1","Ntsr1","G-protein coupled receptor"
"2592","NTSR2","Ntsr2","G-protein coupled receptor"
"2593","NUCB2","Nucb2","calcium-binding"
"2594","NUDT2","Nudt2","metabolite interconversion enzyme"
"2595","NUP43","Nup43","transporter"
"2596","NXPH1","Nxph1","other intercellular signal"
"2597","NXPH2","Nxph2","other intercellular signal"
"2598","NXPH3","Nxph3","other intercellular signal"
"2599","NXPH4","Nxph4","other intercellular signal"
"2600","OAT","Oat","metabolite interconversion enzyme"
"2601","OBP2A","Lcn4","transfer/carrier"
"2602","OBP2A","Obp2b","transfer/carrier"
"2603","OBP2A","Obp2a","transfer/carrier"
"2604","OCLN","Ocln","RNA metabolism"
"2605","ODC1","Odc1","metabolite interconversion enzyme"
"2606","OGFR","Ogfr","other transmembrane signal receptor"
"2607","OGN","Ogn","other intercellular signal"
"2608","OLAH","Olah","metabolite interconversion enzyme"
"2609","OLFM2","Olfm2","structural"
"2610","OLR1","Olr1","unclassified"
"2611","OMD","Omd","unclassified"
"2612","OMG","Omg","unclassified"
"2613","OPCML","Opcml","defense/immunity"
"2614","OPLAH","Oplah","metabolite interconversion enzyme"
"2615","OPN3","Opn3","G-protein coupled receptor"
"2616","OPRD1","Oprd1","G-protein coupled receptor"
"2617","OPRK1","Oprk1","G-protein coupled receptor"
"2618","OPRL1","Oprl1","G-protein coupled receptor"
"2619","OPRM1","Oprm1","G-protein coupled receptor"
"2620","OR52R1","Olfr582","other transmembrane signal receptor"
"2621","OR52R1","Olfr569","other transmembrane signal receptor"
"2622","OR52R1","Olfr584","other transmembrane signal receptor"
"2623","ORAI2","Orai2","ion channel"
"2624","ORM1","Orm3","unclassified"
"2625","ORM1","Orm1","unclassified"
"2626","ORM1","Orm2","unclassified"
"2627","OSCAR","Oscar","defense/immunity"
"2628","OSGIN2","Osgin2","other intercellular signal"
"2629","OSM","Osm","cytokine"
"2630","OSMR","Osmr","other transmembrane signal receptor"
"2631","OSTN","Ostn","other intercellular signal"
"2632","OXCT1","Oxct1","metabolite interconversion enzyme"
"2633","OXCT2","Oxct2a","metabolite interconversion enzyme"
"2634","OXCT2","Oxct2b","metabolite interconversion enzyme"
"2635","OXGR1","Oxgr1","G-protein coupled receptor"
"2636","OXSR1","Oxsr1","protein modifying enzyme"
"2637","OXT","Oxt","neuropeptide"
"2638","OXTR","Oxtr","G-protein coupled receptor"
"2639","P2RX1","P2rx1","ion channel"
"2640","P2RX2","P2rx2","ion channel"
"2641","P2RX3","P2rx3","ion channel"
"2642","P2RX4","P2rx4","ion channel"
"2643","P2RX5","P2rx5","ion channel"
"2644","P2RX6","P2rx6","ion channel"
"2645","P2RX7","P2rx7","ion channel"
"2646","P2RY1","P2ry1","G-protein coupled receptor"
"2647","P2RY10","P2ry10","G-protein coupled receptor"
"2648","P2RY12","P2ry12","G-protein coupled receptor"
"2649","P2RY13","P2ry13","G-protein coupled receptor"
"2650","P2RY14","P2ry14","G-protein coupled receptor"
"2651","P2RY2","P2ry2","G-protein coupled receptor"
"2652","P2RY4","P2ry4","G-protein coupled receptor"
"2653","P2RY6","P2ry6","G-protein coupled receptor"
"2654","P3H1","P3h1","extracellular matrix"
"2655","P3H2","P3h2","extracellular matrix"
"2656","P3H3","P3h3","extracellular matrix"
"2657","P4HA1","P4ha1","protein modifying enzyme"
"2658","P4HA2","P4ha2","protein modifying enzyme"
"2659","P4HA3","P4ha3","protein modifying enzyme"
"2660","P4HB","P4hb","chaperone"
"2661","P4HTM","P4htm","protein modifying enzyme"
"2662","PA2G4","Pa2g4","protein modifying enzyme"
"2663","PABPC5","Pabpc5","RNA metabolism"
"2664","PACS2","Pacs2","unclassified"
"2665","PACSIN1","Pacsin1","cytoskeletal"
"2666","PAH","Pah","metabolite interconversion enzyme"
"2667","PALS2","Pals2","scaffold/adaptor"
"2668","PAM","Pam","metabolite interconversion enzyme"
"2669","PAOX","Paox","metabolite interconversion enzyme"
"2670","PAPLN","Papln","protein modifying enzyme"
"2671","PAPSS1","Papss1","unclassified"
"2672","PAPSS2","Papss2","unclassified"
"2673","PAQR3","Paqr3","G-protein coupled receptor"
"2674","PARD3","Pard3","unclassified"
"2675","PARD6A","Pard6a","cell junction"
"2676","PATJ","Patj","scaffold/adaptor"
"2677","PC","Pcx","metabolite interconversion enzyme"
"2678","PCCA","Pcca","metabolite interconversion enzyme"
"2679","PCCB","Pccb","metabolite interconversion enzyme"
"2680","PCDH11X","Pcdh11x","cell adhesion"
"2681","PCDH12","Pcdh12","cell adhesion"
"2682","PCDH15","Pcdh15","cell adhesion"
"2683","PCDH17","Pcdh17","cell adhesion"
"2684","PCDH19","Pcdh19","cell adhesion"
"2685","PCDH20","Pcdh20","cell adhesion"
"2686","PCDH7","Pcdh7","cell adhesion"
"2687","PCDHA10","Pcdha9","cell adhesion"
"2688","PCDHA11","Pcdha11","cell adhesion"
"2689","PCDHA2","Pcdha2","cell adhesion"
"2690","PCDHA3","Pcdha3","cell adhesion"
"2691","PCDHA4","Pcdha4","cell adhesion"
"2692","PCDHA4","Pcdha10","cell adhesion"
"2693","PCDHA6","Pcdha6","cell adhesion"
"2694","PCDHA7","Pcdha7","cell adhesion"
"2695","PCDHA7","Pcdha8","cell adhesion"
"2696","PCDHA9","Pcdha7","cell adhesion"
"2697","PCDHA9","Pcdha8","cell adhesion"
"2698","PCDHAC1","Pcdhac1","cell adhesion"
"2699","PCDHB1","Pcdhb1","cell adhesion"
"2700","PCDHB14","Pcdhb20","cell adhesion"
"2701","PCDHB3","Pcdhb3","cell adhesion"
"2702","PCDHB5","Pcdhb4","cell adhesion"
"2703","PCDHB5","Pcdhb10","cell adhesion"
"2704","PCDHB5","Pcdhb11","cell adhesion"
"2705","PCDHB5","Pcdhb12","cell adhesion"
"2706","PCDHB5","Pcdhb6","cell adhesion"
"2707","PCDHB5","Pcdhb8","cell adhesion"
"2708","PCDHB7","Pcdhb15","cell adhesion"
"2709","PCDHGA11","Pcdhga11","cell adhesion"
"2710","PCDHGA4","Pcdhga4","cell adhesion"
"2711","PCDHGA7","Pcdhga7","cell adhesion"
"2712","PCDHGB1","Pcdhgb1","cell adhesion"
"2713","PCDHGB4","Pcdhgb4","cell adhesion"
"2714","PCDHGB5","Pcdhgb5","cell adhesion"
"2715","PCDHGB6","Pcdhgb6","cell adhesion"
"2716","PCNA","Pcna","DNA metabolism"
"2717","PCSK1N","Pcsk1n","protein-binding activity modulator"
"2718","PCSK2","Pcsk2","protein modifying enzyme"
"2719","PCSK4","Pcsk4","protein modifying enzyme"
"2720","PCSK9","Pcsk9","protein modifying enzyme"
"2721","PCYOX1","Pcyox1","metabolite interconversion enzyme"
"2722","PDAP1","Pdap1","unclassified"
"2723","PDCD1","Pdcd1","other transmembrane signal receptor"
"2724","PDCD1LG2","Pdcd1lg2","defense/immunity"
"2725","PDCD2","Pdcd2","unclassified"
"2726","PDE1A","Pde1a","metabolite interconversion enzyme"
"2727","PDE1B","Pde1b","metabolite interconversion enzyme"
"2728","PDE3B","Pde3b","metabolite interconversion enzyme"
"2729","PDE8A","Pde8a","metabolite interconversion enzyme"
"2730","PDGFA","Pdgfa","growth factor"
"2731","PDGFB","Pdgfb","growth factor"
"2732","PDGFC","Pdgfc","growth factor"
"2733","PDGFD","Pdgfd","growth factor"
"2734","PDGFRA","Pdgfra","tyrosine protein kinase receptor"
"2735","PDGFRB","Pdgfrb","tyrosine protein kinase receptor"
"2736","PDPN","Pdpn","other intercellular signal"
"2737","PDX1","Pdx1","gene-specific transcriptional regulator"
"2738","PDYN","Pdyn","neuropeptide"
"2739","PEAR1","Pear1","membrane-bound signaling molecule"
"2740","PECAM1","Pecam1","defense/immunity"
"2741","PENK","Penk","neuropeptide"
"2742","PEPD","Pepd","protein modifying enzyme"
"2743","PER3","Per3","gene-specific transcriptional regulator"
"2744","PFAS","Pfas","unclassified"
"2745","PFKL","Pfkl","metabolite interconversion enzyme"
"2746","PFKM","Pfkm","metabolite interconversion enzyme"
"2747","PFKP","Pfkp","metabolite interconversion enzyme"
"2748","PGAP6","Pgap6","cell adhesion"
"2749","PGF","Pgf","growth factor"
"2750","PGLYRP1","Pglyrp1","defense/immunity"
"2751","PGLYRP2","Pglyrp2","defense/immunity"
"2752","PGLYRP3","Pglyrp3","defense/immunity"
"2753","PGLYRP4","Pglyrp4","defense/immunity"
"2754","PGR","Pgr","gene-specific transcriptional regulator"
"2755","PGRMC1","Pgrmc1","other transmembrane signal receptor"
"2756","PGRMC2","Pgrmc2","other transmembrane signal receptor"
"2757","PHEX","Phex","protein modifying enzyme"
"2758","PHF20","Phf20","unclassified"
"2759","PHF8","Phf8","chromatin-associated"
"2760","PHGDH","Phgdh","metabolite interconversion enzyme"
"2761","PHOSPHO1","Phospho1","metabolite interconversion enzyme"
"2762","PHPT1","Phpt1","unclassified"
"2763","PHYH","Phyh","metabolite interconversion enzyme"
"2764","PI16","Pi16","defense/immunity"
"2765","PICK1","Gm49486","membrane traffic"
"2766","PICK1","Pick1","membrane traffic"
"2767","PIGA","Piga","unclassified"
"2768","PIGF","Pigf","metabolite interconversion enzyme"
"2769","PIGL","Pigl","metabolite interconversion enzyme"
"2770","PIGR","Pigr","defense/immunity"
"2771","PIK3CA","Pik3ca","metabolite interconversion enzyme"
"2772","PIK3R1","Pik3r1","protein-binding activity modulator"
"2773","PIP","Pip","unclassified"
"2774","PIPOX","Pipox","metabolite interconversion enzyme"
"2775","PIRT","Pirt","unclassified"
"2776","PITPNM3","Pitpnm3","metabolite interconversion enzyme"
"2777","PKM","Pkm","metabolite interconversion enzyme"
"2778","PKP1","Pkp1","cytoskeletal"
"2779","PKP2","Pkp2","cytoskeletal"
"2780","PKP3","Pkp3","cytoskeletal"
"2781","PKP4","Pkp4","cytoskeletal"
"2782","PLA1A","Pla1a","metabolite interconversion enzyme"
"2783","PLA2G10","Pla2g10","metabolite interconversion enzyme"
"2784","PLA2G12A","Pla2g12a","metabolite interconversion enzyme"
"2785","PLA2G12B","Pla2g12b","metabolite interconversion enzyme"
"2786","PLA2G1B","Pla2g1b","metabolite interconversion enzyme"
"2787","PLA2G2A","Pla2g2a","metabolite interconversion enzyme"
"2788","PLA2G2D","Pla2g2d","metabolite interconversion enzyme"
"2789","PLA2G2E","Pla2g2e","metabolite interconversion enzyme"
"2790","PLA2G2F","Pla2g2f","metabolite interconversion enzyme"
"2791","PLA2G3","Pla2g3","unclassified"
"2792","PLA2G4A","Pla2g4a","metabolite interconversion enzyme"
"2793","PLA2G4B","Pla2g4b","metabolite interconversion enzyme"
"2794","PLA2G4B","Gm28042","metabolite interconversion enzyme"
"2795","PLA2G4C","Pla2g4c","metabolite interconversion enzyme"
"2796","PLA2G4D","Pla2g4d","metabolite interconversion enzyme"
"2797","PLA2G4E","Pla2g4e","metabolite interconversion enzyme"
"2798","PLA2G4F","Pla2g4f","metabolite interconversion enzyme"
"2799","PLA2G5","Pla2g5","metabolite interconversion enzyme"
"2800","PLA2G6","Pla2g6","metabolite interconversion enzyme"
"2801","PLA2R1","Pla2r1","membrane traffic"
"2802","PLAT","Plat","protein modifying enzyme"
"2803","PLAU","Plau","protein modifying enzyme"
"2804","PLAUR","Plaur","other transmembrane signal receptor"
"2805","PLB1","Plb1","metabolite interconversion enzyme"
"2806","PLCB1","Plcb1","metabolite interconversion enzyme"
"2807","PLCB2","Plcb2","metabolite interconversion enzyme"
"2808","PLCB3","Plcb3","metabolite interconversion enzyme"
"2809","PLCB4","Plcb4","metabolite interconversion enzyme"
"2810","PLCD1","Plcd1","metabolite interconversion enzyme"
"2811","PLCD3","Plcd3","metabolite interconversion enzyme"
"2812","PLCD4","Plcd4","metabolite interconversion enzyme"
"2813","PLCE1","Plce1","metabolite interconversion enzyme"
"2814","PLCG1","Plcg1","metabolite interconversion enzyme"
"2815","PLCG2","Plcg2","metabolite interconversion enzyme"
"2816","PLCH1","Plch1","metabolite interconversion enzyme"
"2817","PLCH2","Plch2","metabolite interconversion enzyme"
"2818","PLCL2","Plcl2","metabolite interconversion enzyme"
"2819","PLCZ1","Plcz1","metabolite interconversion enzyme"
"2820","PLD1","Pld1","metabolite interconversion enzyme"
"2821","PLD2","Pld2","metabolite interconversion enzyme"
"2822","PLD3","Pld3","metabolite interconversion enzyme"
"2823","PLD4","Pld4","metabolite interconversion enzyme"
"2824","PLG","Plg","protein modifying enzyme"
"2825","PLGRKT","Plgrkt","unclassified"
"2826","PLOD1","Plod1","protein modifying enzyme"
"2827","PLOD2","Plod2","protein modifying enzyme"
"2828","PLOD3","Plod3","protein modifying enzyme"
"2829","PLPP1","Plpp1","metabolite interconversion enzyme"
"2830","PLPP2","Plpp2","metabolite interconversion enzyme"
"2831","PLPP3","Plpp3","metabolite interconversion enzyme"
"2832","PLSCR1","Plscr1","transporter"
"2833","PLSCR1","1700057G04Rik","transporter"
"2834","PLSCR1","Plscr2","transporter"
"2835","PLSCR4","Plscr4","transporter"
"2836","PLTP","Pltp","defense/immunity"
"2837","PLVAP","Plvap","unclassified"
"2838","PLXDC1","Plxdc1","unclassified"
"2839","PLXDC2","Plxdc2","unclassified"
"2840","PLXNA1","Plxna1","other transmembrane signal receptor"
"2841","PLXNA2","Plxna2","other transmembrane signal receptor"
"2842","PLXNA3","Plxna3","other transmembrane signal receptor"
"2843","PLXNA4","Plxna4","other transmembrane signal receptor"
"2844","PLXNB1","Plxnb1","other transmembrane signal receptor"
"2845","PLXNB2","Plxnb2","other transmembrane signal receptor"
"2846","PLXNB3","Plxnb3","other transmembrane signal receptor"
"2847","PLXNC1","Plxnc1","other transmembrane signal receptor"
"2848","PLXND1","Plxnd1","other transmembrane signal receptor"
"2849","PMCH","Pmch","peptide hormone"
"2850","PMP22","Pmp22","cytoskeletal"
"2851","PMVK","Pmvk","metabolite interconversion enzyme"
"2852","PNMT","Pnmt","metabolite interconversion enzyme"
"2853","PNOC","Pnoc","neuropeptide"
"2854","PNP","Pnp2","metabolite interconversion enzyme"
"2855","PNP","Pnp","metabolite interconversion enzyme"
"2856","PNP","Gm49342","metabolite interconversion enzyme"
"2857","PNPO","Pnpo","metabolite interconversion enzyme"
"2858","PODXL","Podxl","cell adhesion"
"2859","PODXL2","Podxl2","unclassified"
"2860","POLR3H","Polr3h","RNA metabolism"
"2861","POMC","Pomc","other intercellular signal"
"2862","PON1","Pon1","metabolite interconversion enzyme"
"2863","PON2","Pon2","metabolite interconversion enzyme"
"2864","PON3","Pon3","metabolite interconversion enzyme"
